oblast,raion,city,district,street_new,street_old,house_raw,house_num,house_slash,house_dash,house_letter,postcode,oblast_code,raion_code,city_code,district_code
,,Харків,Шевченківський район,проспект Перемоги,,69,69,,,,,,,,
,,Харків,Шевченківський район,Балакірєва в’їзд,,7,7,,,,,,,,
,,Харків,Шевченківський район,Музична вулиця,,7,7,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,76а,76,,,а,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,8,8,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,81,81,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,81а,81,,,а,,,,,
,,Харків,Шевченківський район,Померки,,1,1,,,,61070,,,,
,,Харків,Шевченківський район,Балакірєва в’їзд,,9,9,,,,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,9а,9,,,а,,,,,
,,Харків,Шевченківський район,Монтажна вулиця,,10,10,,,,,,,,
,,Харків,Шевченківський район,Бойова вулиця,,101,101,,,,,,,,
,,Харків,Шевченківський район,Бойова вулиця,,101а,101,,,а,,,,,
,,Харків,Шевченківський район,Армійська вулиця,Червоноармійська вулиця,113,113,,,,,,,,
,,Харків,Шевченківський район,Армійська вулиця,Червоноармійська вулиця,115,115,,,,,,,,
,,Харків,Шевченківський район,Армійська вулиця,Червоноармійська вулиця,117,117,,,,,,,,
,,Харків,Шевченківський район,Армійська вулиця,Червоноармійська вулиця,124,124,,,,,,,,
,,Харків,Шевченківський район,Армійська вулиця,Червоноармійська вулиця,126,126,,,,,,,,
,,Харків,Шевченківський район,Монтажна вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,20а,20,,,а,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,21,21,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,24а,24,,,а,,,,,
,,Харків,Шевченківський район,Артилерійська вулиця,,30,30,,,,,,,,
,,Харків,Шевченківський район,Солдатський провулок,,32,32,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,323,323,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,325,325,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,327а,327,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,329,329,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,329а,329,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,330,330,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,331,331,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,332,332,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,332а,332,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,334,334,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,336,336,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,338,338,,,,,,,,
,,Харків,Шевченківський район,Штурмова вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,340,340,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,342,342,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,344,344,,,,,,,,
,,Харків,Шевченківський район,Солдатська вулиця,,37,37,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,37а,37,,,а,,,,,
,,Харків,Шевченківський район,Музична вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,4/6а,4,6а,,,,,,,
,,Харків,Шевченківський район,вулиця Цезаря Кюї,,44,44,,,,61051,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,47,47,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,52в,52,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,57а,57,,,а,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,5а,5,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66г,66,,,г,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,70а,70,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,70б,70,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,77а,77,,,а,,,,,
,,Харків,Шевченківський район,Бойова вулиця,,78,78,,,,,,,,
,,Харків,Шевченківський район,Музична вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,1,1,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,10,10,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,10а,10,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,11,11,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,117,117,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,12а,12,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,232,232,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,232а,232,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,236а,236,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,238,238,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,240,240,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,242,242,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,27,27,,,,,,,,
,,Харків,Шевченківський район,Авіахімічний провулок,,2а,2,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,3,3,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,4а,4,,,а,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,58,58,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,7,7,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,7,7,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,7а,7,,,а,,,,,
,,Харків,Шевченківський район,Срібна вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,8а,8,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,9,9,,,,,,,,
,,Харків,Шевченківський район,Малоджанкойська вулиця,,9,9,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,9а,9,,,а,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,11,11,,,,,,,,
,,Харків,Шевченківський район,Білобровський провулок,,12,12,,,,,,,,
,,Харків,Шевченківський район,Набережний провулок,,12,12,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,13,13,,,,,,,,
,,Харків,Шевченківський район,Набережний провулок,,13,13,,,,,,,,
,,Харків,Шевченківський район,Набережний провулок,,14,14,,,,,,,,
,,Харків,Шевченківський район,Іванівська вулиця,,14,14,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,Піщана вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,Іванівська вулиця,,37,37,,,,,,,,
,,Харків,Шевченківський район,Рівний провулок,,4,4,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,5а,5,,,а,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,7,7,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,7б,7,,,б,,,,,
,,Харків,Шевченківський район,Космічна вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Коцюбинського вулиця,,13,13,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,14,14,,,,,,,,
,,Харків,Шевченківський район,провулок Балакірєва,,16а,16,,,а,61103,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,16а,16,,,а,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,18,18,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,2,2,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,20б,20,,,б,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,23,23,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,25,25,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,27,27,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,28,28,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,29,29,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,30,30,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,30,30,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,31а/1,31а/1,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,32,32,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,34,34,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,35,35,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,36,36,,,,,,,,
,,Харків,Шевченківський район,вулиця Станіслава Партали,Балакірєва вулиця,43,43,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,44,44,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,47б,47,,,б,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,49,49,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,вулиця Станіслава Партали,Балакірєва вулиця,52,52,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,55а,55,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,56,56,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,58,58,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,61,61,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,63,63,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,65,65,,,,61072,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,65а,65,,,а,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,69,69,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,6а,6,,,а,,,,,
,,Харків,Шевченківський район,Освітянська вулиця,Союзна вулиця,7,7,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,71,71,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,7а,7,,,а,,,,,
,,Харків,Шевченківський район,Освітянська вулиця,Союзна вулиця,7а,7,,,а,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,87,87,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,8а,8,,,а,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,9,9,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,1,1,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,13,13,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,12,12,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,61,61,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,11,11,,,,,,,,
,,Харків,Шевченківський район,провулок Кравцова,,11,11,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,13,13,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,14,14,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,15,15,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,18,18,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,18,18,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,20,20,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,21,21,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,21,21,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,23,23,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,23,23,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,24,24,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,25,25,,,,,,,,
,,Харків,Шевченківський район,Людмили Гурченко провулок,,3в,3,,,в,,,,,
,,Харків,Шевченківський район,Бурсацький узвіз,,5,5,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,5,5,,,,,,,,
,,Харків,Шевченківський район,Бурсацький узвіз,,6,6,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,7/9,7,9,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Університетська вулиця,,16,16,,,,61003,,,,
,,Харків,Шевченківський район,вулиця Квітки-Основ’яненка,,7,7,,,,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,24,24,,,,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,28,28,,,,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,30,30,,,,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,58,58,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,60,60,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,65б,65,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,71б,71,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,72а,72,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,73а,73,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,73б,73,,,б,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,20а,20,,,а,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,23а,23,,,а,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,25,25,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,339,339,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,40,40,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,40а,40,,,а,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,40б,40,,,б,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,5,5,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,50а,50,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,53а,53,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,60,60,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,60а,60,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,27,27,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,29,29,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,338а,338,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,45а,45,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,39а,39,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,41а,41,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,51,51,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,16,16,,,,,,,,
,,Харків,Шевченківський район,вулиця Станіслава Партали,Балакірєва вулиця,16а,16,,,а,61103,,,,
,,Харків,Шевченківський район,Балакірєва в’їзд,,3а,3,,,а,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,7,7,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,10,10,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,62,62,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,61,61,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,13,13,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,216а,216,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,220,220,,,,,,,,
,,Харків,Шевченківський район,Шатилівська вулиця,Леніна вулиця,29,29,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,8,8,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,222,222,,,,,,,,
,,Харків,Шевченківський район,Херсонська вулиця,,105а,105,,,а,,,,,
,,Харків,Шевченківський район,бульвар Фронтовиків,,1,1,,,,61051,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,31б,31,,,б,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,23а,23,,,а,,,,,
,,Харків,Шевченківський район,провулок Кравцова,,3,3,,,,,,,,
,,Харків,Шевченківський район,Бурсацький узвіз,,4,4,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,провулок Кравцова,,7,7,,,,,,,,
,,Харків,Шевченківський район,Іванівська вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Університетська вулиця,,27,27,,,,,,,,
,,Харків,Шевченківський район,Павлівський майдан,Рози Люксембург майдан,5,5,,,,,,,,
,,Харків,Шевченківський район,майдан Конституції,,5/1,5,1,,,,,,,
,,Харків,Шевченківський район,вулиця Квітки-Основ’яненка,,11,11,,,,,,,,
,,Харків,Шевченківський район,вулиця Квітки-Основ’яненка,,13,13,,,,,,,,
,,Харків,Шевченківський район,Університетська вулиця,,13,13,,,,,,,,
,,Харків,Шевченківський район,майдан Конституції,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Квітки-Основ’яненка,,5,5,,,,,,,,
,,Харків,Шевченківський район,майдан Конституції,,9,9,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,11,11,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,17,17,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,20,20,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,26,26,,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,9,9,,,,,,,,
,,Харків,Шевченківський район,провулок Кравцова,,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця Бориса Чичибабіна,,1,1,,,,,,,,
,,Харків,Шевченківський район,Ромен Роллана вулиця,,13,13,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,29,29,,,,,,,,
,,Харків,Шевченківський район,вулиця Юри Зойфера,Анрі Барбюса вулиця,3,3,,,,,,,,
,,Харків,Шевченківський район,Літературна вулиця,Ярослава Галана вулиця,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,30,30,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,34,34,,,,61058,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,33,33,,,,,,,,
,,Харків,Шевченківський район,вулиця Бориса Чичибабіна,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,41,41,,,,,,,,
,,Харків,Шевченківський район,Літературна вулиця,Ярослава Галана вулиця,5,5,,,,,,,,
,,Харків,Шевченківський район,вулиця Бориса Чичибабіна,,7 (п1-п2),7 (п1-п2),,,,,,,,
,,Харків,Шевченківський район,вулиця Юри Зойфера,Анрі Барбюса вулиця,7,7,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,8 (п1-п4),8 (п1-п4),,,,,,,,
,,Харків,Шевченківський район,вулиця Бориса Чичибабіна,,9,9,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,24,24,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,26,26,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,34,34,,,,,,,,
,,Харків,Шевченківський район,Шекспіра провулок,,7,7,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,8,8,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,1,1,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,68д,68,,,д,,,,,
,,Харків,Шевченківський район,Ярмарковий провулок,Спартаківський провулок,3,3,,,,,,,,
,,Харків,Шевченківський район,Іванівська вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,46,46,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,67/2,67,2,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,95,95,,,,,,,,
,,Харків,Шевченківський район,Фронтова вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,34б,34,,,б,,,,,
,,Харків,Шевченківський район,Білобровський провулок,,7,7,,,,,,,,
,,Харків,Шевченківський район,Білобровський провулок,,5,5,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,53б,53,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,46а,46,,,а,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,2а,2,,,а,61072,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,18/1,18,1,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,28,28,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,47,47,,,,,,,,
,,Харків,Шевченківський район,Рогатинський проїзд,Рогатинський в'їзд,4Б,4,,,Б,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,61а,61,,,а,61201,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66л,66,,,л,,,,,
,,Харків,Шевченківський район,Іванівська набережна,,13,13,,,,,,,,
,,Харків,Шевченківський район,Херсонська вулиця,,105б,105,,,б,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,11,11,,,,,,,,
,,Харків,Шевченківський район,Новопрудна вулиця,,9Б,9,,,Б,,,,,
,,Харків,Шевченківський район,Фанінський провулок,,3В,3,,,В,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,23а,23,,,а,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,45а,45,,,а,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,50г,50,,,г,,,,,
,,Харків,Шевченківський район,Мінська вулиця,,49,49,,,,61166,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,12а,12,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,190а,190,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,73в,73,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,75в,75,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,67в,67,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,64д,64,,,д,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,65г к1,65г к1,,,,61174,,,,
,,Харків,Шевченківський район,проспект Перемоги,,64в,64,,,в,,,,,
,,Харків,Шевченківський район,вулиця Спецпідрозділу Кракен,Серпова вулиця,4а,4,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,333,333,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,29,29,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,10Г,10,,,Г,,,,,
,,Харків,Шевченківський район,Іванівська вулиця,,1,1,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,25,25,,,,,,,,
,,Харків,Шевченківський район,Липовая,,14,14,,,,,,,,
,,Харків,Шевченківський район,Динамівська вулиця,,10,10,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,85,85,,,,,,,,
,,Харків,Шевченківський район,Липовая,,8,8,,,,,,,,
,,Харків,Шевченківський район,вулиця Білої Акації,,3,3,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,260,260,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,290,290,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,276б,276,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66о,66,,,о,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66п,66,,,п,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66м,66,,,м,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66р,66,,,р,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66н,66,,,н,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,186,186,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,197д,197,,,д,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,5 (п1-п8),5 (п1-п8),,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,5 (п9-п17),5 (п9-п17),,,,,,,,
,,Харків,Шевченківський район,вулиця Юри Зойфера,Анрі Барбюса вулиця,6,6,,,,,,,,
,,Харків,Шевченківський район,Радгоспна вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,5а,5,,,а,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,5б,5,,,б,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,22,22,,,,61045,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,197/7,197,7,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,259Б,259,,,Б,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,32б,32,,,б,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,32,32,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,99,99,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,27а,27,,,а,61072,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,15а,15,,,а,,,,,
,,Харків,Шевченківський район,вулиця Юри Зойфера,Анрі Барбюса вулиця,3а,3,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,12 (п24),12 (п24),,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,20 к1,20 к1,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,20 к2,20 к2,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,193 к1,193 к1,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,193 к2,193 к2,,,,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,58б,58,,,б,,,,,
,,Харків,Шевченківський район,Професорська вулиця,,34,34,,,,61070,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,190-А,190,,А,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,10/12,10,12,,,,,,,
,,Харків,Шевченківський район,вулиця Дмитра Антоненка,Мінська вулиця,49 к2,49 к2,,,,61166,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,24,24,,,,,,,,
