oblast,raion,city,district,street_new,street_old,house_raw,house_num,house_slash,house_dash,house_letter,postcode,oblast_code,raion_code,city_code,district_code
,,Харків,Шевченківський район,Букова вулиця,Заводу Комсомолець вулиця,1а,1,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,55,55,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,51б,51,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,55Д,55,,,Д,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,38,38,,,,,,,,
,,Харків,Шевченківський район,Монтажна вулиця,,12а,12,,,а,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,53,53,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,57,57,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,56,56,,,,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,46,46,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,39а,39,,,а,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,33,33,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,274,274,,,,,,,,
,,Харків,Шевченківський район,Котельниківська вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,50а,50,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,57,57,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,52б,52,,,б,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,53б,53,,,б,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,3г,3,,,г,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,352,352,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,54а,54,,,а,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,11а,11,,,а,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,35а,35,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,341а,341,,,а,,,,,
,,Харків,Шевченківський район,Букова вулиця,Заводу Комсомолець вулиця,40,40,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,337а,337,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,331а,331,,,а,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,56,56,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,346а,346,,,а,,,,,
,,Харків,Шевченківський район,Переможна вулиця,,21,21,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,57г,57,,,г,,,,,
,,Харків,Шевченківський район,Штурмова вулиця,,32,32,,,,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,36,36,,,,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,1в,1,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,48,48,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,341,341,,,,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,2,2,,,,,,,,
,,Харків,Шевченківський район,Білогорська вулиця,,92б,92,,,б,,,,,
,,Харків,Шевченківський район,проспект Академіка Курчатова,,1А,1,,,А,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,36,36,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,74а,74,,,а,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,48,48,,,,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,15,15,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,62а,62,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,74в,74,,,в,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,42,42,,,,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,19,19,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,62в,62,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,74,74,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,25а,25,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,54,54,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,8,8,,,,,,,,
,,Харків,Шевченківський район,Університетська вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,46/25,46,25,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,50,50,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,8б,8,,,б,61072,,,,
,,Харків,Шевченківський район,Космічна вулиця,,17а,17,,,а,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,8а,8,,,а,,,,,
,,Харків,Шевченківський район,вулиця Трінклера,,2,2,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,33а,33,,,а,61000,,,,
,,Харків,Шевченківський район,вулиця Бориса Чичибабіна,,11,11,,,,61058,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,46,46,,,,61072,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,46а,46,,,а,61072,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,25,25,,,,61000,,,,
,,Харків,Шевченківський район,Університетська вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Університетська вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Університетська вулиця,,8/10,8,10,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,29,29,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,9а,9,,,а,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,47,47,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,29а,29,,,а,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,14,14,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,21а,21,,,а,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,16,16,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,19А,19,,,А,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,12,12,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,23а,23,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,31б,31,,,б,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,12а,12,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,31а,31,,,а,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,45а,45,,,а,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,45,45,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,49а,49,,,а,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,17б,17,,,б,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,17А,17,,,А,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,10,10,,,,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,6,6,,,,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,8,8,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,31в,31,,,в,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,43а,43,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,40,40,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,50,50,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,16а,16,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,24,24,,,,61072,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,21,21,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,60а,60,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,66,66,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,58,58,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,9,9,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,36а,36,,,а,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,27а,27,,,а,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,46в,46,,,в,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,51,51,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,58а,58,,,а,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,26,26,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,50а,50,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,22,22,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,38,38,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,7,7,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,38,38,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,52,52,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,41а,41,,,а,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,13,13,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,53,53,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,45,45,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,59а,59,,,а,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,11,11,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,70,70,,,,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,24,24,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,14,14,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,24а,24,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,20,20,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,41/43,41,43,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,55,55,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,34,34,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,47,47,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,16,16,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,49,49,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,19,19,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,39а,39,,,а,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,48,48,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,18,18,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,48а,48,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,18а,18,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,52а,52,,,а,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,17,17,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,18,18,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,26а,26,,,а,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,33,33,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,46,46,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,60,60,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,44,44,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,36,36,,,,,,,,
,,Харків,Шевченківський район,вулиця Олександра Олеся,вулиця Сергія Єсеніна,12,12,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,38а,38,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,68,68,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,32/20,32,20,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,42,42,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,16,16,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,68,68,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,14,14,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,12,12,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,55б,55,,,б,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,84,84,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,20а,20,,,а,,,,,
,,Харків,Шевченківський район,Дерев'янка вулиця,,14а,14,,,а,61103,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,66а,66,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,68б,68,,,б,61103,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,78,78,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,55а,55,,,а,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,5б,5,,,б,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,4,4,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,66,66,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,92/2,92,2,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,59,59,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,3а,3,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,64а,64,,,а,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,20,20,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,22а,22,,,а,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,16,16,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,4а,4,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,64б,64,,,б,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,53а,53,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,43,43,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,7а,7,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,70,70,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,16б,16,,,б,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,39,39,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,10,10,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,86,86,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,22,22,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,18,18,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,49а,49,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,51б,51,,,б,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,76,76,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,51а,51,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,49в,49,,,в,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,20б,20,,,б,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,82,82,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,43а,43,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,43б,43,,,б,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,74,74,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,7,7,,,,61103,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,49б,49,,,б,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,47,47,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,24,24,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,80,80,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,24а,24,,,а,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,72,72,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,9а,9,,,а,,,,,
,,Харків,Шевченківський район,Інженерний провулок,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,73,73,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,42,42,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,67,67,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,5,5,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,40,40,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,36,36,,,,,,,,
,,Харків,Шевченківський район,вулиця Дерев’янка,,38,38,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,79,79,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,65,65,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,63,63,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,2,2,,,,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,9,9,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Станіслава Партали,Балакірєва вулиця,46,46,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,6,6,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,81,81,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,4,4,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,75,75,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,8,8,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,1,1,,,,61103,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,59,59,,,,,,,,
,,Харків,Шевченківський район,Космонавтів вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,провулок 23 Серпня,,7,7,,,,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,7,7,,,,,,,,
,,Харків,Шевченківський район,Новопрудна вулиця,,9а,9,,,а,,,,,
,,Харків,Шевченківський район,Сумгаїтська вулиця,,5а,5,,,а,,,,,
,,Харків,Шевченківський район,вулиця Старицького,,13,13,,,,,,,,
,,Харків,Шевченківський район,вулиця Станіслава Партали,Балакірєва вулиця,50а,50,,,а,,,,,
,,Харків,Шевченківський район,вулиця Станіслава Партали,Балакірєва вулиця,50,50,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,8а,8,,,а,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,16г,16,,,г,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,4,4,,,,,,,,
,,Харків,Шевченківський район,Отакара Яроша провулок,,3а,3,,,а,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,6,6,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,8,8,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,10,10,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,12,12,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,5,5,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,9,9,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,6б,6,,,б,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,11,11,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,31а,31,,,а,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,11а,11,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,202,202,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,224,224,,,,61045,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,10,10,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,41а,41,,,а,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,39,39,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,12,12,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,37,37,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,35,35,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,33,33,,,,,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,29,29,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,16а,16,,,а,61045,,,,
,,Харків,Шевченківський район,вулиця Вартових Неба,,27,27,,,,,,,,
,,Харків,Шевченківський район,Отакара Яроша провулок,,5,5,,,,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,7,7,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,218а,218,,,а,,,,,
,,Харків,Шевченківський район,провулок Отакара Яроша,,9,9,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,218,218,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,16,16,,,,,,,,
,,Харків,Шевченківський район,вулиця Отакара Яроша,,11,11,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,53,53,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,59,59,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,57,57,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,47,47,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,69,69,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,67,67,,,,61000,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,61,61,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,71,71,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,63,63,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,55,55,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,6,6,,,,62045,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,199,199,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,197б,197,,,б,61145,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,17,17,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,10,10,,,,61058,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,19,19,,,,,,,,
,,Харків,Шевченківський район,Трінклера вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,Павлівський майдан,Рози Люксембург майдан,1/3,1,3,,,,,,,
,,Харків,Шевченківський район,Сумська вулиця,Карла Лібкнехта,37б,37,,,б,,,,,
,,Харків,Шевченківський район,провулок Кравцова,,6,6,,,,,,,,
,,Харків,Шевченківський район,Римарська вулиця,,23,23,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,46,46,,,,,,,,
,,Харків,Шевченківський район,вулиця Євгенія Єніна,вулиця Бакуліна,1,1,,,,61145,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,18,18,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,11а,11,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,23а,23,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,13,13,,,,61045,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,7,7,,,,,,,,
,,Харків,Шевченківський район,Шекспіра провулок,,5,5,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,197г,197,,,г,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,6,6,,,,,,,,
,,Харків,Шевченківський район,Шекспіра провулок,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,13,13,,,,,,,,
,,Харків,Шевченківський район,Орський провулок,,21,21,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,2,2,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,4,4,,,,61145,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,11,11,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,29а,29,,,а,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,64,64,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,4а,4,,,а,,,,,
,,Харків,Шевченківський район,вулиця Шекспіра,,9,9,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,31а,31,,,а,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,13а,13,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,197в,197,,,в,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,31,31,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,32а,32,,,а,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,7 (п24-п26),7 (п24-п26),,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,27,27,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,5,5,,,,,,,,
,,Харків,Шевченківський район,Культури вулиця,,9,9,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,7 (п14-п23),7 (п14-п23),,,,,,,,
,,Харків,Шевченківський район,Ромена Роллана вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,7 (п10-п13),7 (п10-п13),,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,7 (п1-п9),7 (п1-п9),,,,,,,,
,,Харків,Шевченківський район,вулиця Бориса Чичибабіна,,7а,7,,,а,,,,,
,,Харків,Шевченківський район,Ромен Роллана вулиця,,15а,15,,,а,,,,,
,,Харків,Шевченківський район,вулиця Культури,,11,11,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,23,23,,,,,,,,
,,Харків,Шевченківський район,вулиця 23 Серпня,,55,55,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,26,26,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,18/9,18,9,,,,,,,
,,Харків,Шевченківський район,вулиця Спецпідрозділу Кракен,Серпова вулиця,5,5,,,,,,,,
,,Харків,Шевченківський район,вулиця Євгенія Єніна,вулиця Бакуліна,6,6,,,,,,,,
